date,symbol,adv,dec,open,high,low,close,qty,trades,new_high,new_low,fiiIdxFutlong,fiiIdxFutshort,fiiIdxCElong,fiiIdxCEshort,fiiIdxPElong,fiiIdxPEshort,fiiStkFutlong,fiiStkFutshort,fiiStkCElong,fiiStkCEshort,fiiStkPElong,fiiStkPEshort,diiIdxFutlong,diiIdxFutshort,diiIdxCElong,diiIdxCEshort,diiIdxPElong,diiIdxPEshort,diiStkFutlong,diiStkFutshort,diiStkCElong,diiStkCEshort,diiStkPElong,diiStkPEshort,propIdxFutlong,propIdxFutshort,propIdxCElong,propIdxCEshort,propIdxPElong,propIdxPEshort,propStkFutlong,propStkFutshort,propStkCElong,propStkCEshort,propStkPElong,propStkPEshort
20140522T,CNX Nifty,1197,373,7289.95,7319.55,7258.15,7276.4,18982.9,11101925.0,104,7,342609,168991,570152,769268,809767,380723,331930,1103508,35479,41809,23312,24539,3368,2071,205653.0,0,0,0,27987,117673.0,2176,137,0,0,63103,65910,217131.0,438996.0,219393.0,395529.0,207146.0,198686.0,67205,135294,51558,90990
20140523T,CNX Nifty,1138,447,7306.5,7381.0,7293.9,7367.1,17745.73,10388312.0,102,12,346795,185206,569541,757483,829405,390928,339958,1111256,35732,44167,24167,27282,3365,2075,205353.0,0,0,0,28289,118687.0,2183,137,0,0,67283,79483,236844.0,424452.0,214838.0,425033.0,218665.0,204479.0,72185,137258,53898,102210
20140526T,CNX Nifty,534,1056,7428.75,7504.0,7269.05,7359.05,21059.59,11222913.0,102,9,348780,178582,555680,738768,834882,407469,377939,1145222,37531,47360,25193,29219,3355,2075,201543.0,0,0,0,28405,117967.0,2183,137,0,0,60731,80179,256479.0,429966.0,211895.0,425580.0,221604.0,202932.0,68995,151219,60304,98192
20140527T,CNX Nifty,593,977,7363.1,7372.95,7274.75,7318.0,12997.6,8345538.0,35,8,350940,180555,542302,720641,833072,417224,382396,1174833,37010,46797,25411,30421,3260,2075,202516.0,0,0,0,24973,116536.0,2159,137,0,0,60435,76856,255170.0,462223.0,207100.0,426867.0,220136.0,197691.0,67194,158882,59543,96019
20140528T,CNX Nifty,1045,525,7324.95,7344.75,7302.6,7329.65,12667.14,8909229.0,35,5,385634,195932,523488,705195,839749,430501,395479,1205885,35637,45238,25722,29247,3234,675,202516.0,0,0,0,23891,117841.0,1996,137,0,0,50729,75332,254374.0,452559.0,197124.0,426421.0,214211.0,191431.0,69080,155562,56064,98448
20140529T,CNX Nifty,670,905,7316.6,7325.4,7224.4,7235.65,12627.43,8906661.0,53,6,175794,68595,334925,345194,336211,112873,335325,1097548,2539,2518,0,1938,3396,675,201257.0,0,0,0,15525,104055.0,1400,22,0,0,38341,35291,137737.0,188955.0,145829.0,159870.0,136621.0,111695.0,10502,40115,9495,10713
20140530T,CNX Nifty,763,789,7254.85,7272.5,7118.45,7229.95,13360.34,9155337.0,58,11,202394,89335,351327,374061,356279,110579,330543,1113826,10793,10802,4418,4518,4912,675,201277.0,0,0,0,16488,112863.0,1909,22,0,0,36240,39370,148502.0,215094.0,160932.0,177576.0,146591.0,110430.0,17173,57704,16386,17056
20140603T,CNX Nifty,981,572,7375.35,7424.95,7342.15,7415.85,13085.65,9165687.0,77,2,196295,78150,415167,399932,378373,126658,342361,1114850,16521,19443,10435,9399,5070,680,201427.0,0,0,0,17845,107902.0,2938,22,0,0,37304,64669,212942.0,237745.0,150694.0,257944.0,161000.0,119436.0,25801,72244,21306,25251
20140604T,CNX Nifty,1129,436,7417.55,7433.3,7391.35,7402.25,14777.07,8765871.0,90,2,188471,87690,424217,403196,385992,138094,363767,1117729,18368,21886,12240,11841,4971,680,201430.0,0,0,0,17043,107838.0,2938,22,0,0,38105,64326,211454.0,240220.0,154664.0,255467.0,169392.0,128042.0,28457,80038,25256,28749
20140605T,CNX Nifty,1128,444,7399.75,7484.7,7360.5,7474.1,16205.24,10088153.0,101,6,167660,90735,444442,404269,389403,145053,384722,1116575,20723,25794,14638,13013,4848,680,201430.0,0,0,0,16265,105983.0,2953,22,0,0,44493,75197,230939.0,247678.0,142430.0,281172.0,176729.0,123689.0,33142,89131,27559,33007
20140606T,CNX Nifty,1100,489,7521.5,7592.7,7497.65,7583.4,16452.54,10634178.0,128,18,163883,98232,462836,406576,402375,160399,399903,1114239,22381,28610,16893,15120,6061,680,202202.0,0,0,0,16999,105445.0,2953,22,0,0,51159,83463,236637.0,247596.0,158714.0,343977.0,181798.0,120669.0,37072,95870,29404,36217
20140609T,CNX Nifty,1173,423,7621.65,7673.7,7580.25,7654.6,19371.23,10266138.0,158,13,184183,109056,488404,418589,423919,187844,406760,1126799,22503,30005,17994,16149,4961,680,202199.0,0,662,0,17660,105222.0,2953,22,0,0,47812,97274,243751.0,265720.0,163237.0,376830.0,183376.0,126034.0,40106,102974,31588,40832
20140610T,CNX Nifty,825,771,7679.05,7683.2,7579.3,7656.4,16695.52,9769562.0,121,8,187767,137812,495297,432876,433861,195401,418715,1125906,24087,31671,19225,16463,5652,684,202194.0,0,662,0,17652,105121.0,2953,22,0,0,48858,90600,241263.0,265245.0,163021.0,355728.0,184900.0,131462.0,41495,109203,33223,42040
20140611T,CNX Nifty,691,897,7672.4,7700.05,7589.05,7626.85,16215.86,10232299.0,110,6,191976,140035,504198,441142,446592,212753,419364,1110192,26829,35549,20077,18748,7230,684,202194.0,0,662,0,18565,106551.0,2953,22,0,0,45892,89387,233126.0,286520.0,181676.0,372230.0,180269.0,127762.0,42246,122155,37821,45348
20140612T,CNX Nifty,822,763,7641.3,7658.0,7593.8,7649.9,11997.33,8255529.0,91,13,202386,146472,514451,455094,450647,226692,422690,1105028,27502,35795,20492,19288,8115,744,202194.0,0,662,0,20404,106703.0,2953,22,0,0,43883,94034,227280.0,267823.0,177057.0,393370.0,184828.0,132197.0,44046,127238,37142,47677
20140617T,CNX Nifty,1172,382,7525.05,7637.6,7509.25,7631.7,10733.78,8508119.0,46,34,208747,170622,515833,463305,534938,211337,412657,1122120,28292,38340,21147,21755,8970,739,205764.0,0,1946,0,24787,110313.0,2958,90,0,0,45648,58901,215160.0,334862.0,196988.0,398048.0,197534.0,151691.0,47491,141289,39758,50405
20140618T,CNX Nifty,614,947,7636.05,7663.0,7515.5,7558.2,13494.43,8876069.0,67,13,198973,155119,526349,466627,541025,228191,414548,1116058,32603,42320,21060,22589,9909,932,209464.0,0,2586,0,25891,109382.0,2958,90,0,0,38835,67056,234354.0,370102.0,206042.0,385078.0,200325.0,142724.0,46171,149349,42552,51003
20140619T,CNX Nifty,658,867,7580.05,7606.45,7502.55,7540.7,9842.48,7939688.0,53,14,201751,170043,539526,484711,574932,220830,417194,1112859,32983,42770,21343,23116,10637,932,209450.0,0,2570,0,27226,112543.0,2958,90,0,0,40375,61781,225111.0,399657.0,201510.0,382521.0,207074.0,152458.0,46482,156472,45195,53328
20140620T,CNX Nifty,591,968,7543.3,7560.55,7497.3,7511.45,10348.55,7448935.0,65,25,203603,170868,553881,497400,591374,230049,422227,1115854,32299,45358,20700,23864,10698,932,208520.0,0,1490,0,28507,115971.0,3078,90,0,0,38154,63500,221737.0,408997.0,213097.0,378905.0,213825.0,162760.0,47257,153471,46121,50764
20140623T,CNX Nifty,782,745,7514.0,7534.8,7441.6,7493.35,9615.28,7239537.0,51,38,215581,183304,550929,504382,616617,235610,440719,1146006,29500,44168,19434,24806,11968,821,204056.0,0,1490,0,28832,119721.0,3078,90,0,0,45609,61422,222964.0,435047.0,211121.0,368017.0,229001.0,184756.0,49505,154873,47330,51922
20140624T,CNX Nifty,1118,422,7515.2,7593.35,7515.2,7580.2,11111.26,7947705.0,56,24,236232,187668,564196,506211,615730,237706,457305,1170162,27780,43737,19022,27430,11962,821,203346.0,0,1106,0,28093,121404.0,3078,68,0,0,43517,60113,235332.0,383849.0,216704.0,433311.0,227952.0,192533.0,54366,146543,46025,56382
20140625T,CNX Nifty,833,713,7588.55,7589.25,7557.05,7569.25,9831.36,7291249.0,60,15,253594,200500,545627,501903,609725,232981,461925,1188197,26555,44817,18202,26998,11975,821,200581.0,0,1106,0,24733,125180.0,3078,68,0,0,38699,54989,214586.0,395327.0,220448.0,441459.0,208447.0,169529.0,55496,147070,46474,58667
20140626T,CNX Nifty,685,861,7554.1,7570.2,7481.3,7493.2,10957.34,7511756.0,60,14,197066,105231,296258,283743,325260,94108,362208,1092788,3128,2470,1019,521,6858,356,193157.0,0,240,0,15394,117008.0,125,0,0,0,29883,42332,143606.0,176666.0,175542.0,147557.0,130876.0,102587.0,15713,35659,16042,9927
20140627T,CNX Nifty,823,712,7514.2,7538.75,7482.3,7508.8,9651.1,7112747.0,73,12,194014,102464,314578,306014,360120,95451,358326,1110692,9007,10114,5368,2587,6757,356,197938.0,0,700,0,17289,121738.0,125,46,0,0,25526,44703,152492.0,191546.0,182548.0,172126.0,135354.0,105290.0,21102,45615,19223,13288
20140630T,CNX Nifty,1155,398,7534.05,7623.65,7531.6,7611.35,9862.03,6915380.0,117,13,189593,106520,338207,326805,377014,106949,359216,1115902,14630,17086,10119,4798,6033,142,197935.0,0,460,0,15134,126360.0,125,46,0,0,23498,53203,175360.0,195566.0,169342.0,190332.0,144680.0,104180.0,27053,53783,23107,18502
20140701T,CNX Nifty,1009,540,7629.0,7649.5,7618.15,7634.7,10261.23,6861777.0,129,12,184451,102607,366815,334974,383702,124362,369334,1106894,18793,23375,13092,5841,4027,142,197935.0,0,460,0,17529,126813.0,135,126,0,0,24017,59084,180878.0,194599.0,156914.0,194484.0,145371.0,105757.0,31834,61181,25265,22613
20140702T,CNX Nifty,980,567,7683.05,7732.4,7677.3,7725.15,11494.14,7886278.0,120,17,206962,110633,390700,352733,396962,128199,374029,1110959,20088,25353,14533,6899,3972,142,200506.0,0,460,0,18449,127735.0,380,126,0,0,28018,57880,183066.0,205235.0,156229.0,209918.0,149194.0,111289.0,37947,65605,27412,26754
20140703T,CNX Nifty,648,917,7734.35,7754.65,7706.8,7714.8,10976.2,7563989.0,127,11,201887,112477,399007,367055,401902,134019,381670,1136243,22977,28108,15774,7906,1334,142,203789.0,0,460,0,19965,127914.0,380,176,0,0,31147,56347,189318.0,214378.0,155542.0,206545.0,148844.0,107304.0,38150,73612,31640,29262
20140704T,CNX Nifty,875,675,7718.1,7758.0,7661.3,7751.6,9965.26,7027220.0,105,22,199834,109007,407602,386296,422626,146962,380488,1155044,25333,31612,17184,8983,1335,142,204189.0,40,460,40,19146,127109.0,411,176,0,0,28823,64599,201533.0,221959.0,156784.0,227176.0,152460.0,107618.0,38984,77813,32792,29684
20140707T,CNX Nifty,801,770,7780.4,7792.0,7755.1,7787.15,9853.68,7270352.0,122,10,189847,120856,411270,401935,424217,157057,395477,1163424,25516,32764,18918,10001,1381,142,204506.0,80,460,80,20337,126613.0,411,176,0,0,27491,68520,210388.0,243654.0,158061.0,234323.0,154849.0,108666.0,39283,81036,33674,31143
20140708T,CNX Nifty,222,1359,7804.05,7808.85,7595.9,7623.2,12242.88,9035237.0,91,23,183673,128855,426732,433992,487474,173734,394244,1153041,30117,36867,19976,11697,3261,1048,205796.0,80,460,80,20289,122824.0,411,176,1200,0,32811,58969,184100.0,275143.0,199782.0,248417.0,153204.0,107265.0,38768,94942,42059,31535
20140709T,CNX Nifty,337,1217,7637.95,7650.1,7551.65,7585.0,11894.55,8725669.0,29,39,172086,134720,405274,447574,495946,172738,397975,1145190,32652,38590,20789,12851,4638,314,205801.0,80,740,80,20813,121969.0,461,176,1200,0,31118,57370,193889.0,313140.0,192485.0,258026.0,153485.0,103862.0,38853,103294,44126,34007
20140711T,CNX Nifty,232,1316,7584.1,7625.85,7447.2,7459.6,11383.57,8162321.0,24,27,155416,139307,410665,477202,531817,173332,425501,1130879,35250,41844,22342,16387,16088,1494,205585.0,80,800,80,21157,119390.0,427,148,272,0,35992,59486,193403.0,408485.0,190286.0,258549.0,154591.0,107671.0,38670,126001,51418,38169
20140715T,CNX Nifty,1134,412,7491.3,7534.9,7459.15,7526.65,8332.8,6589878.0,19,34,168913,137553,426284,481820,526101,171654,425740,1123170,34097,40382,23656,16596,12669,1322,208035.0,80,520,80,24103,118780.0,420,165,0,17,39964,67520,196457.0,374939.0,183320.0,287758.0,154183.0,108389.0,43688,132104,48663,43035
20140716T,CNX Nifty,1161,389,7564.15,7640.1,7532.45,7624.4,9687.23,7487685.0,34,20,187667,156937,452499,471472,570080,220212,432805,1110394,33404,40158,24192,16736,9404,1320,208035.0,0,520,0,25000,119917.0,420,215,0,17,44493,80117,218426.0,342076.0,183623.0,355471.0,156020.0,113840.0,48965,129624,44801,49168
20140718T,CNX Nifty,688,849,7630.25,7685.0,7595.5,7663.9,8605.84,6807546.0,50,13,187592,152979,441535,465334,611205,226282,441741,1107849,34788,40016,26267,17927,4172,1510,208035.0,0,2300,0,26108,121100.0,420,335,0,17,39866,86011,226331.0,325681.0,178722.0,411053.0,160550.0,115674.0,50968,137392,45689,52741
20140721T,CNX Nifty,936,609,7701.65,7722.1,7674.0,7684.2,7228.96,6263790.0,58,14,190466,148184,448243,476045,605061,226365,450816,1103489,33482,39745,26259,18176,4151,1510,208024.0,0,2300,0,26198,121662.0,460,331,0,17,37480,87234,218560.0,320603.0,167345.0,400879.0,160541.0,115375.0,49585,140869,46025,51353
20140722T,CNX Nifty,752,808,7708.2,7773.85,7704.8,7767.85,8142.87,6710343.0,65,20,219962,146624,464249,479703,600735,240595,457116,1085397,33323,39861,25538,19241,3648,1504,208024.0,0,300,0,26097,122793.0,460,211,0,17,39577,102752,257624.0,300649.0,176728.0,490388.0,162885.0,124555.0,52915,136377,45481,54806
20140723T,CNX Nifty,581,956,7794.9,7809.2,7752.9,7795.75,8638.44,6983291.0,55,19,231369,156701,483995,488320,606671,256300,464608,1073574,32907,41010,24967,19585,1935,1501,210024.0,0,300,0,24816,125763.0,460,411,0,40,39711,96983,252012.0,310829.0,185632.0,521896.0,166203.0,130153.0,52195,135611,45492,56166
20140724T,CNX Nifty,762,762,7796.25,7835.65,7771.65,7830.6,8412.39,7115623.0,42,20,225791,153291,497229,486587,597757,268693,461783,1064999,32998,40487,24851,20419,1927,2701,210024.0,0,300,0,25006,129824.0,410,546,0,118,42059,100963,265126.0,328753.0,189411.0,534377.0,170258.0,134879.0,54128,134711,44806,58085
20140728T,CNX Nifty,520,1024,7792.9,7799.9,7722.65,7748.7,7078.72,6118913.0,37,17,249663,177235,485314,475981,610000,280594,466659,1067312,32142,43180,23879,21100,3932,2807,210029.0,0,3900,0,22943,149931.0,298,428,0,0,38408,77190,223127.0,405672.0,195008.0,467433.0,185752.0,145662.0,53215,151029,52320,55232
20140730T,CNX Nifty,737,803,7746.2,7798.7,7707.6,7791.4,8417.01,7612928.0,39,31,282884,194231,506760,482553,621899,294258,486752,1098012,30746,44725,23322,23113,3332,2704,210029.0,0,3900,0,22381,179320.0,298,410,0,0,41326,64389,191329.0,370774.0,209430.0,506934.0,191819.0,149843.0,58594,152685,50883,61818
20140731T,CNX Nifty,728,789,7784.65,7791.85,7711.15,7721.3,10892.72,7902415.0,38,19,191021,74938,332522,286339,329476,140004,394357,978258,504,962,201,223,1191,4807,209282.0,0,3600,0,8300,193229.0,0,0,0,0,23875,44190,130482.0,163631.0,128582.0,157009.0,116713.0,85875.0,11265,32321,13470,10167
20140801T,CNX Nifty,471,1067,7662.5,7716.7,7593.9,7602.6,9611.77,7495070.0,30,20,166918,80813,362368,295010,403007,154028,402775,971626,12468,12812,7553,3621,3495,3215,209483.0,0,3758,0,9962,203091.0,0,0,0,0,24005,51912,141316.0,198190.0,154659.0,196956.0,121541.0,88690.0,17366,49149,19183,15391
20140804T,CNX Nifty,1061,469,7639.55,7694.8,7622.05,7683.65,7286.18,6099624.0,41,11,176095,82498,374037,300178,399530,164880,413619,961403,15574,14201,10092,5080,3745,1890,212681.0,0,3858,0,10612,202590.0,0,83,0,0,27471,52834,179653.0,206253.0,161675.0,242597.0,124778.0,97917.0,22355,53330,18689,21139
20140805T,CNX Nifty,983,555,7706.65,7752.45,7638.05,7746.55,8602.12,6646635.0,55,11,173887,85562,397105,309097,399747,162226,416079,961541,17686,16604,11979,6749,3125,2518,212671.0,35,3750,35,12530,204685.0,0,50,0,0,30030,61107,201165.0,230548.0,167713.0,271425.0,128840.0,103866.0,26537,59637,21049,25402
20140807T,CNX Nifty,557,969,7651.15,7708.95,7630.4,7649.25,7324.49,5994774.0,37,6,166964,98100,420976,333092,417879,148702,414356,955588,20473,20213,13705,7537,3260,3646,212663.0,35,3750,35,13929,202069.0,50,27,0,0,26713,67909,184002.0,251750.0,188093.0,283448.0,131467.0,100636.0,26073,71632,25024,26937
20140808T,CNX Nifty,296,1262,7588.7,7592.45,7540.1,7568.55,7286.13,6522332.0,25,11,122499,125644,422950,346777,460367,136907,411368,958322,20494,22287,13730,8096,6039,1710,212687.0,35,5910,35,14392,203163.0,50,33,0,0,36365,51902,159536.0,283797.0,196536.0,261233.0,134362.0,99155.0,24490,85109,30070,27592
20140811T,CNX Nifty,933,607,7619.85,7635.55,7598.6,7625.95,5890.03,5430558.0,34,9,125733,124567,443403,354759,456277,136845,422704,955185,20939,22536,14334,8595,5786,1650,212687.0,35,5850,35,14502,203862.0,50,212,0,0,30169,54098,180328.0,303220.0,188912.0,271281.0,137713.0,103597.0,27179,88317,29776,31484
20140812T,CNX Nifty,854,655,7688.8,7735.75,7654.8,7727.05,6478.83,5763579.0,41,6,136401,99021,483988,354126,449048,145242,435794,951379,20511,23244,16153,10426,3386,1330,212687.0,35,2250,35,14614,205578.0,50,240,0,0,30687,67792,200164.0,272899.0,172821.0,344548.0,138022.0,108423.0,30698,88763,30029,37157
20140813T,CNX Nifty,352,1202,7717.3,7757.1,7695.7,7739.55,9938.55,7600678.0,33,7,163861,108026,488923,352757,468391,159220,448756,956752,20933,24949,15242,11406,3164,2973,212687.0,35,2250,35,14802,206753.0,50,266,0,0,28251,78862,205147.0,270188.0,188952.0,381105.0,141406.0,108419.0,32144,100358,33111,36951
20140814T,CNX Nifty,927,619,7756.15,7796.7,7739.1,7791.7,9029.95,6825284.0,38,10,173504,102191,487273,359676,470068,172524,448936,950313,19967,25941,15319,12999,3016,2862,212664.0,35,2400,35,15606,209196.0,50,288,0,0,28992,84960,210972.0,263192.0,202308.0,427662.0,141260.0,109127.0,37418,98665,32783,41326
20140818T,CNX Nifty,1118,426,7785.25,7880.5,7779.2,7874.25,7930.06,6862435.0,47,6,180484,103637,519366,362629,481598,194712,458144,943736,18945,26223,15896,15435,2570,4062,213201.0,35,2400,35,15859,207540.0,50,252,0,0,34863,94688,229625.0,254122.0,191765.0,505338.0,147753.0,111603.0,40339,95154,30067,47864
20140819T,CNX Nifty,934,602,7901.0,7918.55,7881.15,7897.5,8927.73,7405700.0,55,7,189567,101304,607074,365521,482795,210531,466624,933458,17904,25775,16254,15841,2562,6062,213199.0,35,2400,35,15770,212524.0,50,243,0,0,35331,96378,242706.0,301896.0,194770.0,523430.0,151357.0,124645.0,42140,98838,31136,54248
20140822T,CNX Nifty,746,806,7904.55,7929.05,7900.05,7913.2,8088.73,6885627.0,67,8,201007,98435,635980,387141,506555,220102,474082,910682,20342,30677,17765,18330,2010,5462,216241.0,35,2400,35,17645,243713.0,50,217,0,0,30093,98731,267762.0,325175.0,180701.0,543862.0,174351.0,147746.0,48685,113222,34978,63586
20140825T,CNX Nifty,588,974,7931.75,7968.25,7897.95,7906.3,7935.54,6513614.0,68,4,201386,94056,649019,389450,515903,246854,490707,921368,19946,32926,16673,19880,2010,5462,216221.0,35,2400,35,16811,249982.0,50,217,0,0,32056,92489,253325.0,346174.0,191992.0,543664.0,184939.0,154147.0,49793,118051,38381,65180
20140826T,CNX Nifty,516,1045,7874.5,7915.45,7862.45,7904.75,8321.33,6812551.0,47,9,205154,91105,637267,398255,523695,241313,498939,926517,19188,34377,16028,20658,2082,5462,216221.0,35,2400,35,16582,259708.0,50,217,0,0,30137,94442,231773.0,365500.0,187205.0,530698.0,185863.0,152859.0,50769,121711,38402,66155
20140827T,CNX Nifty,852,695,7933.9,7946.85,7916.55,7936.05,7584.9,6624631.0,58,6,236817,112013,645165,420039,532401,236050,505644,926422,17725,33874,14878,20924,1925,5462,219379.0,35,2400,35,16406,269663.0,50,217,0,0,30238,98593,245440.0,379585.0,177656.0,556633.0,177469.0,145468.0,54378,123329,38723,69737
20140828T,CNX Nifty,679,849,7942.25,7967.8,7939.2,7954.35,9693.31,7253280.0,49,8,238845,41850,395550,286002,271539,142724,399064,844840,503,84,213,121,1727,6446,220331.0,0,0,0,7033,285453.0,0,0,0,0,15437,71274,154993.0,156064.0,113724.0,204310.0,116614.0,72722.0,15003,35066,14003,15109
20140901T,CNX Nifty,1104,469,7990.35,8035.0,7984.0,8027.7,8072.03,6783003.0,61,11,237014,41004,451250,290881,285224,159306,407420,849666,7254,6980,6448,3358,1875,7446,223640.0,0,0,0,8202,288876.0,0,42,0,0,22132,76425,184127.0,186506.0,137322.0,254960.0,124114.0,87909.0,22722,48533,16159,24084
20140902T,CNX Nifty,925,627,8038.6,8101.95,8036.55,8083.05,8750.9,6730335.0,68,13,246149,45464,497028,302815,299071,186889,411257,855727,11622,11293,9048,5091,1881,8839,227941.0,0,0,0,9487,284015.0,153,65,0,0,24364,80950,208772.0,210231.0,177020.0,309634.0,129234.0,91240.0,26695,57877,18959,29439
20140903T,CNX Nifty,762,791,8110.85,8141.9,8092.25,8114.6,9770.1,7650662.0,74,14,247100,54614,518834,309258,302170,198206,419120,851928,13331,13904,9591,6216,1753,10232,228850.0,0,0,0,10037,278373.0,612,65,0,0,23699,91128,212744.0,215118.0,175633.0,316333.0,131437.0,91404.0,28552,63301,19862,32420
20140905T,CNX Nifty,887,674,8099.9,8122.7,8049.85,8086.85,11554.09,7567038.0,72,17,215721,52520,506294,307272,347030,203490,403541,868892,14778,17868,11717,8153,1757,10232,229824.0,0,0,0,9166,277872.0,612,117,0,0,24210,79442,199925.0,224671.0,196387.0,319698.0,137324.0,93790.0,30303,79576,24746,35818
20140909T,CNX Nifty,819,723,8161.9,8174.55,8126.5,8152.95,9158.01,6802822.0,99,8,212275,50812,521028,313573,374104,223425,405659,876605,14688,20614,12848,9266,1774,10232,229727.0,0,996,0,9377,278158.0,652,117,0,0,28108,85620,217839.0,229973.0,212609.0,388762.0,141499.0,99866.0,34547,85505,25496,42714
20140910T,CNX Nifty,889,686,8135.55,8135.75,8082.1,8094.1,9898.29,7276178.0,75,10,199935,58849,523264,325856,413490,230862,401253,891827,15634,21885,13635,9488,2772,10232,228923.0,0,996,0,9597,280119.0,652,117,0,0,32760,75255,217180.0,260223.0,236129.0,378642.0,149903.0,110508.0,35556,97393,28477,43365
20140911T,CNX Nifty,1066,504,8115.15,8127.95,8057.3,8085.7,11127.01,8130043.0,87,8,193793,51934,521764,327939,433711,233948,399463,901902,16539,24759,13887,9699,2755,9332,228622.0,0,996,0,9937,282103.0,652,244,0,0,27937,75935,216678.0,269890.0,233899.0,378115.0,151948.0,113618.0,37193,99428,28231,45258
20140912T,CNX Nifty,863,710,8087.05,8114.3,8071.6,8105.5,10505.4,7688139.0,88,4,185081,55457,540855,338811,442062,252956,398789,915511,15608,26156,14744,11065,3635,9232,228140.0,0,996,0,10639,283694.0,652,198,0,0,29799,70961,227189.0,289461.0,238506.0,393418.0,153380.0,113482.0,39317,99998,29084,47544
20140915T,CNX Nifty,852,731,8070.35,8077.3,8030.0,8042.0,10500.22,7646767.0,93,4,171204,76175,536297,340144,453336,234721,396224,923186,15413,27838,15091,11025,3752,8896,230640.0,0,996,0,11023,284885.0,652,213,0,0,32323,63399,207085.0,312122.0,232511.0,370285.0,158581.0,115862.0,38295,108395,31649,48715
20140916T,CNX Nifty,226,1351,8036.6,8044.9,7925.15,7932.9,12382.87,9031185.0,84,2,169863,78783,539215,343469,482712,236376,397370,924167,17402,31173,14630,11500,4412,8015,233150.0,0,1396,0,11254,283678.0,652,213,0,0,33235,63674,209373.0,410535.0,256978.0,366565.0,158699.0,119316.0,35186,122625,37797,44149
20140917T,CNX Nifty,754,800,7971.5,7990.65,7936.95,7975.5,8893.83,7849562.0,25,1,163865,71493,550936,344322,496456,235512,396540,920562,16361,30582,15064,13803,5739,6515,235000.0,0,1126,0,11261,284630.0,692,200,0,0,31744,58983,207915.0,401465.0,256426.0,403851.0,160227.0,122631.0,36022,124254,36688,47830
20140918T,CNX Nifty,1246,308,7950.65,8120.85,7939.7,8114.75,10251.66,8073155.0,47,3,186069,77820,552619,350849,503565,236939,396662,916128,18758,30857,18212,15718,4578,6236,235141.0,0,1126,0,11390,287498.0,692,120,0,0,37785,60662,218197.0,341512.0,247108.0,473814.0,161701.0,129499.0,41357,115282,31415,54913
20140919T,CNX Nifty,706,846,8129.4,8160.9,8105.35,8121.45,12038.88,9238364.0,77,6,184058,76864,598810,359370,507073,241500,397241,912266,18688,33846,17963,16637,4440,8236,235047.0,0,1126,0,11478,286967.0,692,120,0,0,36075,60416,207972.0,341006.0,233351.0,446837.0,165999.0,136198.0,41812,121817,34566,55340
20140923T,CNX Nifty,315,1256,8144.4,8159.75,8008.1,8017.55,9842.91,7981738.0,65,5,246640,143853,622013,388374,555643,252087,403708,936924,18753,38333,18588,16204,5134,8555,232902.0,0,1326,0,10662,288989.0,692,120,0,0,41799,50089,194787.0,464727.0,256352.0,427508.0,182046.0,150127.0,40710,145685,44290,52607
20140924T,CNX Nifty,381,1169,8015.55,8042.05,7950.05,8002.4,9977.58,7664254.0,13,12,251770,153146,619359,401614,565188,269696,406539,953756,18166,36168,17120,16111,5096,7685,232867.0,0,1326,0,10793,292181.0,692,120,0,0,43307,52066,196396.0,498821.0,258507.0,406622.0,182112.0,150091.0,41039,154929,46982,52839
20140925T,CNX Nifty,222,1355,8003.3,8019.3,7877.35,7911.85,13326.23,8379181.0,17,21,216388,69918,406024,321072,416788,134403,304569,867338,355,608,365,9,4519,7340,233286.0,0,936,0,5602,288916.0,0,0,0,0,35499,34746,128655.0,215103.0,186749.0,192652.0,119636.0,94584.0,13208,45318,21500,13661
20140926T,CNX Nifty,867,693,7885.85,7993.3,7841.8,7968.85,10337.74,8170944.0,10,15,211205,70110,417531,344880,460974,145061,299224,888772,7154,8508,7182,3659,6289,7394,233506.0,0,1082,0,5867,290859.0,80,0,0,0,33442,35347,149337.0,226674.0,175669.0,214469.0,123856.0,97818.0,19630,52955,23157,21000
20140929T,CNX Nifty,1005,536,7978.45,7991.75,7934.7,7958.9,12709.91,5961828.0,20,16,204870,61351,428676,362655,492529,154811,298531,892463,10987,11537,8758,5521,6693,7364,233506.0,35,1082,35,6532,291040.0,80,0,0,0,26850,36915,154780.0,238943.0,180759.0,242102.0,126329.0,95185.0,22761,60954,24946,23273
20140930T,CNX Nifty,713,812,7948.8,8030.9,7923.85,7964.8,8786.07,7083229.0,29,11,213404,64091,452816,359729,509580,159763,301722,888970,12529,13830,9275,6081,6445,7363,233146.0,100,836,100,7081,296269.0,0,16,0,0,21519,40976,167517.0,250761.0,191818.0,288641.0,127919.0,92973.0,24482,70046,27452,25309
20141001T,CNX Nifty,592,932,7960.5,7977.5,7936.7,7945.55,8838.58,6427266.0,37,12,213988,62841,457773,363030,529553,162035,302148,888110,12895,14916,9948,6851,6449,7531,235572.0,100,976,100,7849,296850.0,0,16,0,0,22793,42031,162747.0,252785.0,207608.0,271598.0,128815.0,93504.0,26059,75505,29251,27053
20141007T,CNX Nifty,483,1075,7897.4,7943.05,7842.7,7852.4,7691.85,7600121.0,30,18,223610,68598,458214,373737,540996,163341,296440,892212,14065,16493,10910,6946,5787,7540,237515.0,100,1410,100,8389,296155.0,0,23,0,0,25986,54101,151632.0,301727.0,225449.0,279366.0,133007.0,97782.0,25449,87436,29140,28874
