date,symbol,adv,dec,open,high,low,close,qty,trades,new_high,new_low
2017-12-20,Nifty 50,1064,687,10494.40,10494.45,10437.15,10444.20,19717.16,12314401.0,82,12
2017-12-21,Nifty 50,1118,645,10473.95,10473.95,10426.90,10440.30,24183.52,11461099.0,82,7
2017-12-22,Nifty 50,1032,735,10457.30,10501.10,10448.25,10493.00,19624.68,10578800.0,87,9
2017-12-26,Nifty 50,1045,750,10512.30,10545.45,10477.95,10531.50,21006.27,9875343.0,103,9
2017-12-27,Nifty 50,710,1080,10531.05,10552.40,10469.25,10490.75,25411.58,11024194.0,88,8
2017-12-28,Nifty 50,911,856,10498.20,10534.55,10460.45,10477.90,29908.41,11030055.0,71,7
2017-12-29,Nifty 50,1021,784,10492.35,10538.70,10488.65,10530.70,32706.41,11331440.0,67,6
2018-01-01,Nifty 50,988,835,10531.70,10537.85,10423.10,10435.55,28715.2,9086475.0,73,10
2018-01-03,Nifty 50,1182,605,10482.65,10503.60,10429.55,10443.20,21861.83,11685256.0,79,2
2018-01-04,Nifty 50,1158,641,10469.40,10513.00,10441.45,10504.80,26283.76,12428791.0,110,8
2018-01-05,Nifty 50,1053,757,10534.25,10566.10,10520.10,10558.85,26761.64,12791399.0,101,12
2018-01-08,Nifty 50,1107,729,10591.70,10631.20,10588.55,10623.60,22544.33,13117295.0,105,13
2018-01-09,Nifty 50,761,1053,10645.10,10659.15,10603.60,10637.00,22295.17,12527534.0,109,11
2018-01-10,Nifty 50,722,1071,10652.05,10655.50,10592.70,10632.20,21711.11,12004935.0,98,12
2018-01-11,Nifty 50,976,813,10637.05,10664.60,10612.35,10651.20,20221.49,12354766.0,91,9
2018-01-12,Nifty 50,761,1047,10682.55,10690.40,10597.10,10681.25,24230.62,12588175.0,89,6
2018-01-15,Nifty 50,905,898,10718.50,10782.65,10713.80,10741.55,19496.06,10985091.0,99,6
2018-01-16,Nifty 50,340,1491,10761.50,10762.35,10687.85,10700.45,22338.75,13749922.0,75,12
2018-01-17,Nifty 50,890,908,10702.45,10803.00,10666.75,10788.55,24156.98,13136577.0,47,18
2018-01-18,Nifty 50,331,1502,10873.40,10887.50,10782.40,10817.00,23365.75,13503667.0,56,21
2018-01-19,Nifty 50,910,886,10829.20,10906.85,10793.90,10894.70,16674.84,11153227.0,33,22
2018-01-22,Nifty 50,983,799,10883.20,10975.10,10881.40,10966.20,16329.57,11521053.0,42,23
2018-01-23,Nifty 50,865,928,10997.40,11092.90,10994.55,11083.70,19158.93,13623168.0,51,16
2018-01-24,Nifty 50,542,1249,11069.35,11110.10,11046.15,11086.00,17392.49,13114055.0,38,19
2018-01-25,Nifty 50,610,1188,11095.60,11095.60,11009.20,11069.65,19282.19,12264007.0,28,26
2018-01-29,Nifty 50,548,1267,11079.35,11171.55,11075.95,11130.40,14592.44,12173442.0,35,36
2018-01-30,Nifty 50,418,1387,11120.85,11121.10,11033.90,11049.65,16364.55,11542032.0,20,44
2018-01-31,Nifty 50,635,1165,11018.80,11058.50,10979.30,11027.70,16063.94,12880450.0,11,38
2018-02-01,Nifty 50,821,982,11044.55,11117.35,10878.80,11016.90,17550.88,13607265.0,19,32
2018-02-02,Nifty 50,135,1716,10938.20,10954.95,10736.10,10760.60,22355.48,15763261.0,9,68
2018-02-05,Nifty 50,684,1160,10604.30,10702.75,10586.80,10666.55,17879.04,13400141.0,7,89
2018-02-06,Nifty 50,303,1540,10295.15,10594.15,10276.30,10498.25,18708.92,14229699.0,4,85
2018-02-07,Nifty 50,1387,402,10607.20,10614.00,10446.40,10476.70,15372.48,12048715.0,19,17
2018-02-08,Nifty 50,1497,301,10518.50,10637.80,10479.55,10576.85,15848.08,12561289.0,30,12
2018-02-09,Nifty 50,849,933,10416.50,10480.20,10398.20,10454.95,15755.69,11468061.0,23,12
2018-02-12,Nifty 50,1429,383,10518.20,10555.50,10485.40,10539.75,15351.45,10583311.0,37,11
2018-02-14,Nifty 50,848,959,10585.75,10590.55,10456.65,10500.90,17356.48,12426020.0,36,4
2018-02-15,Nifty 50,483,1313,10537.90,10618.10,10511.05,10545.50,15763.97,10925120.0,29,5
2018-02-16,Nifty 50,353,1431,10596.20,10612.90,10434.05,10452.30,14989.77,10146183.0,13,16
2018-02-19,Nifty 50,392,1415,10488.90,10489.35,10302.75,10378.40,14540.44,9973096.0,10,25
2018-02-20,Nifty 50,792,965,10391.00,10429.35,10347.65,10360.40,13422.76,9635792.0,7,26
2018-02-21,Nifty 50,673,1097,10426.00,10426.10,10349.60,10397.45,12104.8,10190353.0,6,26
2018-02-22,Nifty 50,577,1184,10354.35,10397.55,10340.65,10382.70,15724.19,10656267.0,5,30
2018-02-23,Nifty 50,1361,435,10408.10,10499.10,10396.65,10491.05,15077.81,10898257.0,11,19
2018-02-26,Nifty 50,1075,738,10526.55,10592.95,10520.20,10582.60,15336.13,10256657.0,19,20
2018-02-27,Nifty 50,620,1177,10615.20,10631.65,10537.25,10554.30,14039.5,9785459.0,15,19
2018-02-28,Nifty 50,692,1086,10488.95,10535.50,10461.55,10492.85,16274.96,11782888.0,12,32
2018-03-01,Nifty 50,690,1072,10479.95,10525.50,10447.15,10458.35,12506.51,9768735.0,13,12
2018-03-05,Nifty 50,404,1415,10428.30,10428.70,10323.90,10358.85,13612.61,10472162.0,10,30
2018-03-06,Nifty 50,359,1437,10420.50,10441.35,10215.90,10249.25,14268.23,10657239.0,7,42
2018-03-07,Nifty 50,264,1562,10232.95,10243.35,10141.55,10154.20,17254.06,11246770.0,7,75
2018-03-08,Nifty 50,835,959,10216.25,10270.35,10146.40,10242.65,17140.84,10801229.0,12,84
2018-03-09,Nifty 50,689,1101,10271.30,10296.70,10211.90,10226.85,14362.32,9971035.0,9,63
2018-03-12,Nifty 50,984,832,10301.60,10433.65,10295.45,10421.40,15094.54,9500758.0,8,58
2018-03-13,Nifty 50,1215,579,10389.50,10478.60,10377.85,10426.85,18440.8,11443562.0,10,38
2018-03-14,Nifty 50,868,896,10393.05,10420.35,10336.30,10410.90,15813.61,9205792.0,11,25
2018-03-15,Nifty 50,1100,674,10405.45,10420.00,10346.20,10360.15,17119.07,9583112.0,13,19
2018-03-16,Nifty 50,534,1263,10345.15,10346.30,10180.25,10195.15,21314.06,13537049.0,9,22
2018-03-19,Nifty 50,285,1546,10215.35,10224.55,10075.30,10094.25,14979.42,9911217.0,7,59
2018-03-20,Nifty 50,691,1124,10051.55,10155.65,10049.10,10124.35,14607.87,9660216.0,4,56
2018-03-21,Nifty 50,868,904,10181.95,10227.30,10132.95,10155.25,14814.44,10353900.0,6,39
2018-03-22,Nifty 50,425,1391,10167.50,10207.85,10105.40,10114.75,14510.75,9919562.0,7,54
2018-03-23,Nifty 50,343,1482,9968.80,10027.70,9951.90,9998.05,17114.19,10949076.0,5,117
2018-03-26,Nifty 50,852,997,9989.15,10143.50,9958.55,10130.65,17008.57,10558288.0,9,109
2018-03-27,Nifty 50,1317,477,10188.00,10207.90,10139.65,10184.15,15588.79,11579084.0,10,59
2018-03-28,Nifty 50,588,1235,10143.60,10158.35,10096.90,10113.70,19753.17,12491763.0,7,72
2018-04-02,Nifty 50,1493,312,10151.65,10220.10,10127.75,10211.80,12461.28,10445493.0,12,42
2018-04-03,Nifty 50,1351,446,10186.85,10255.35,10171.05,10245.00,14856.09,10221041.0,25,22
2018-04-04,Nifty 50,736,1064,10274.60,10279.85,10111.30,10128.40,18220.45,11768235.0,20,19
2018-04-05,Nifty 50,1528,290,10228.45,10331.80,10227.45,10325.15,16252.93,9755809.0,24,18
2018-04-06,Nifty 50,1099,699,10322.75,10350.45,10290.85,10331.60,16296.32,9546539.0,27,15
2018-04-09,Nifty 50,1092,715,10333.70,10397.70,10328.50,10379.35,13825.77,10059195.0,39,12
2018-04-10,Nifty 50,851,952,10412.90,10424.85,10381.50,10402.25,14405.46,10021485.0,34,14
2018-04-11,Nifty 50,732,1058,10428.15,10428.15,10355.60,10417.15,14415.66,9600122.0,32,18
2018-04-12,Nifty 50,741,1042,10410.65,10469.90,10395.25,10458.65,14087.84,9852021.0,32,19
2018-04-13,Nifty 50,881,926,10495.30,10519.90,10451.45,10480.60,12906.95,9811017.0,40,17
2018-04-16,Nifty 50,865,954,10398.30,10540.15,10396.35,10528.35,12222.79,9348187.0,44,20
2018-04-17,Nifty 50,963,841,10557.30,10560.45,10495.65,10548.70,12241.66,10388693.0,48,18
2018-04-18,Nifty 50,697,1110,10578.90,10594.20,10509.70,10526.20,14427.45,10065158.0,36,17
2018-04-19,Nifty 50,999,805,10563.65,10572.20,10546.20,10565.30,14674.33,10503298.0,37,23
2018-04-20,Nifty 50,745,1048,10560.35,10582.35,10527.45,10564.05,13567.22,10767424.0,34,21
2018-04-23,Nifty 50,922,884,10592.80,10638.35,10514.95,10584.70,11906.35,10393120.0,45,31
2018-04-24,Nifty 50,789,1020,10578.10,10636.80,10569.00,10614.35,14600.01,11016717.0,49,29
2018-04-25,Nifty 50,558,1252,10612.40,10612.60,10536.45,10570.55,14480.91,11898566.0,38,34
2018-04-26,Nifty 50,796,982,10586.50,10628.40,10559.65,10617.80,17022.61,11518956.0,31,37
2018-04-27,Nifty 50,981,815,10651.65,10719.80,10647.55,10692.30,13280.39,10776526.0,47,47
2018-04-30,Nifty 50,966,840,10705.75,10759.00,10704.60,10739.35,12300.88,9921677.0,50,41
2018-05-02,Nifty 50,533,1291,10783.85,10784.65,10689.80,10718.05,15455.52,11796715.0,61,57
2018-05-03,Nifty 50,467,1334,10720.15,10720.60,10647.45,10679.65,14766.08,11813200.0,23,55
2018-05-04,Nifty 50,697,1101,10700.45,10700.45,10601.60,10618.25,14374.44,10806642.0,19,58
2018-05-07,Nifty 50,970,834,10653.15,10725.65,10635.65,10715.50,12832.11,10284776.0,24,48
2018-05-08,Nifty 50,770,1014,10757.90,10758.55,10689.40,10717.80,15534.89,11521333.0,36,39
2018-05-09,Nifty 50,753,1019,10693.35,10766.25,10689.85,10741.70,12750.19,10047350.0,22,29
2018-05-10,Nifty 50,452,1343,10779.65,10785.55,10705.00,10716.55,14036.69,10046626.0,28,38
2018-05-11,Nifty 50,709,1083,10741.95,10812.05,10724.45,10806.50,13200.37,10250802.0,19,62
2018-05-14,Nifty 50,523,1283,10815.15,10834.85,10774.75,10806.60,12983.17,9331765.0,24,76
2018-05-15,Nifty 50,594,1200,10812.60,10929.20,10781.40,10801.85,15428.74,11903814.0,22,82
2018-05-16,Nifty 50,646,1143,10751.95,10790.45,10699.70,10741.10,15854.76,10658397.0,12,101
2018-05-17,Nifty 50,932,860,10775.60,10777.25,10664.50,10682.70,19786.8,10873318.0,14,70
2018-05-18,Nifty 50,467,1335,10671.85,10674.95,10589.10,10596.40,20964.1,11217342.0,11,60
2018-05-21,Nifty 50,355,1469,10616.70,10621.70,10505.80,10516.70,16363.51,11098361.0,12,100
2018-05-22,Nifty 50,1029,766,10518.45,10558.60,10490.55,10536.70,16214.13,11543479.0,8,87
2018-05-23,Nifty 50,698,1117,10521.10,10533.55,10417.80,10430.35,13860.09,11548940.0,13,70
2018-05-24,Nifty 50,818,970,10464.85,10535.15,10419.80,10513.85,13268.62,10481860.0,14,76
2018-05-25,Nifty 50,1175,622,10533.05,10628.05,10524.00,10605.15,13602.1,12093661.0,13,54
2018-05-28,Nifty 50,1295,508,10648.35,10709.80,10640.55,10688.65,14205.37,11263802.0,21,36
2018-05-29,Nifty 50,832,967,10689.40,10717.25,10616.10,10633.30,15095.12,11326063.0,23,31
2018-05-30,Nifty 50,760,1043,10579.00,10648.70,10558.45,10614.35,15682.63,11703776.0,14,42
2018-05-31,Nifty 50,646,1146,10670.10,10763.80,10620.40,10736.15,25895.16,15150626.0,20,43
2018-06-01,Nifty 50,439,1382,10738.45,10764.75,10681.50,10696.20,16590.79,10724055.0,9,62
2018-06-04,Nifty 50,292,1530,10765.95,10770.30,10618.35,10628.50,12482.71,10493947.0,5,101
2018-06-05,Nifty 50,308,1533,10630.70,10633.15,10550.90,10593.15,15096.91,11947253.0,4,147
2018-06-06,Nifty 50,1221,588,10603.45,10698.35,10587.50,10684.65,15365.75,11580849.0,5,94
2018-06-07,Nifty 50,1439,387,10722.60,10818.00,10722.60,10768.35,15294.33,10883812.0,12,49
2018-06-08,Nifty 50,1015,777,10736.40,10779.45,10709.05,10767.65,13150.44,10448649.0,7,44
2018-06-11,Nifty 50,1048,749,10781.85,10850.55,10777.05,10786.95,12553.7,10405096.0,14,41
2018-06-12,Nifty 50,1038,752,10816.15,10856.55,10789.40,10842.85,13014.71,10811731.0,11,39
2018-06-13,Nifty 50,856,940,10887.50,10893.25,10842.65,10856.70,13170.64,10561263.0,16,31
2018-06-14,Nifty 50,817,955,10832.90,10833.70,10773.55,10808.05,12004.58,9516649.0,21,24
2018-06-15,Nifty 50,682,1099,10808.65,10834.00,10755.40,10817.70,14463.6,12495453.0,20,23
2018-06-18,Nifty 50,560,1238,10830.20,10830.20,10787.35,10799.85,10825.69,8931233.0,18,34
2018-06-19,Nifty 50,420,1381,10789.45,10789.45,10701.20,10710.45,13137.46,10508185.0,19,42
2018-06-20,Nifty 50,897,878,10734.65,10781.80,10724.05,10772.05,12163.57,10106790.0,12,45
2018-06-21,Nifty 50,470,1308,10808.45,10809.60,10725.90,10741.10,11130.69,10226255.0,8,49
2018-06-22,Nifty 50,824,938,10742.70,10837.00,10710.45,10821.85,10953.85,10013331.0,17,64
2018-06-25,Nifty 50,478,1322,10822.90,10831.05,10753.05,10762.45,10723.52,9139298.0,15,61
2018-06-26,Nifty 50,552,1237,10742.70,10805.25,10732.55,10769.15,11788.81,10039176.0,11,72
2018-06-27,Nifty 50,271,1570,10785.50,10785.50,10652.40,10671.40,14112.21,11211375.0,9,143
2018-06-28,Nifty 50,430,1356,10660.80,10674.20,10557.70,10589.10,18458.69,11416567.0,6,137
2018-06-29,Nifty 50,1348,459,10612.85,10723.05,10612.35,10714.30,13723.71,11044526.0,8,72
2018-07-02,Nifty 50,609,1196,10732.35,10736.15,10604.65,10657.30,14765.63,10028225.0,13,54
2018-07-03,Nifty 50,915,858,10668.60,10713.30,10630.25,10699.90,11565.3,9553684.0,10,65
2018-07-04,Nifty 50,835,942,10715.00,10777.15,10677.75,10769.90,10985.44,9092612.0,19,69
2018-07-05,Nifty 50,688,1110,10786.05,10786.05,10726.25,10749.75,11392.68,9076471.0,12,71
2018-07-06,Nifty 50,1039,749,10744.15,10816.35,10735.05,10772.65,12435.38,10248840.0,10,64
2018-07-09,Nifty 50,1265,528,10838.30,10860.35,10807.15,10852.90,12094.41,9172836.0,19,48
2018-07-10,Nifty 50,1243,542,10902.75,10956.90,10876.65,10947.25,13136.35,10596357.0,21,23
2018-07-11,Nifty 50,670,1140,10956.40,10976.65,10923.00,10948.30,13402.94,10564973.0,28,28
2018-07-12,Nifty 50,760,1031,11006.95,11078.30,10999.65,11023.20,13889.98,11034310.0,24,36
2018-07-13,Nifty 50,459,1344,11056.90,11071.35,10999.75,11018.90,14671.67,10370598.0,20,59
2018-07-16,Nifty 50,295,1527,11018.95,11019.50,10926.25,10936.85,13198.4,10232503.0,17,101
2018-07-17,Nifty 50,1056,761,10939.65,11018.50,10925.60,11008.05,15729.5,10790611.0,16,100
2018-07-18,Nifty 50,499,1299,11060.20,11076.20,10956.30,10980.45,15358.23,11246426.0,20,83
2018-07-19,Nifty 50,497,1309,10999.50,11006.50,10935.45,10957.10,13560.73,10517502.0,9,127
2018-07-20,Nifty 50,811,975,10963.50,11030.25,10946.20,11010.20,12605.4,10247600.0,16,126
2018-07-23,Nifty 50,1093,681,11019.85,11093.40,11010.95,11084.75,14606.69,10878107.0,18,110
2018-07-24,Nifty 50,1456,355,11109.00,11143.40,11092.50,11134.30,18103.16,12537359.0,26,67
2018-07-25,Nifty 50,985,816,11148.40,11157.15,11113.25,11132.00,15632.29,11553009.0,22,41
2018-07-26,Nifty 50,910,879,11132.95,11185.85,11125.70,11167.30,18122.58,12785844.0,22,36
2018-07-27,Nifty 50,1175,610,11232.75,11283.40,11210.25,11278.35,15494.21,11174505.0,28,34
2018-07-30,Nifty 50,1170,640,11296.65,11328.10,11261.45,11319.55,15606.27,11480783.0,31,28
2018-07-31,Nifty 50,1007,776,11311.05,11366.00,11267.75,11356.50,17038.49,11998544.0,30,15
2018-08-01,Nifty 50,949,820,11359.80,11390.55,11313.55,11346.20,16142.82,12071738.0,36,24
2018-08-02,Nifty 50,869,963,11328.90,11328.90,11234.95,11244.70,14337.67,11203255.0,35,27
2018-08-03,Nifty 50,1284,548,11297.80,11368.00,11294.55,11360.80,16158.49,11025931.0,41,20
2018-08-06,Nifty 50,1056,793,11401.50,11427.65,11370.60,11387.10,14764.46,10694402.0,47,23
2018-08-07,Nifty 50,792,1021,11423.15,11428.95,11359.70,11389.45,16438.35,11324083.0,29,17
2018-08-08,Nifty 50,880,895,11412.50,11459.95,11379.30,11450.00,15682.09,11369745.0,27,11
2018-08-09,Nifty 50,924,882,11493.25,11495.20,11454.10,11470.70,20071.48,11397787.0,30,15
2018-08-10,Nifty 50,622,1183,11474.95,11478.75,11419.65,11429.50,16331.46,11059149.0,26,24
2018-08-13,Nifty 50,571,1252,11369.60,11406.30,11340.30,11355.75,14777.46,10666136.0,24,32
2018-08-14,Nifty 50,892,902,11381.70,11452.45,11370.80,11435.10,14123.18,10837355.0,26,30
2018-08-16,Nifty 50,706,1102,11397.15,11449.85,11366.25,11385.05,15705.42,11940527.0,31,26
2018-08-17,Nifty 50,1113,667,11437.15,11486.45,11431.80,11470.75,15700.71,11121567.0,32,34
2018-08-20,Nifty 50,1007,816,11502.10,11565.30,11499.65,11551.75,14561.2,11389124.0,35,27
2018-08-21,Nifty 50,893,928,11576.20,11581.75,11539.60,11570.90,15501.98,11419479.0,37,33
2018-08-23,Nifty 50,797,1010,11620.70,11620.70,11546.70,11582.75,13326.28,13196609.0,37,38
2018-08-24,Nifty 50,717,1091,11566.60,11604.60,11532.00,11557.10,14853.09,11074358.0,29,38
2018-08-27,Nifty 50,987,829,11605.85,11700.95,11595.60,11691.95,14174.43,10696090.0,41,52
2018-08-28,Nifty 50,750,1050,11731.95,11760.20,11710.50,11738.50,15035.04,11584952.0,36,38
2018-08-29,Nifty 50,845,953,11744.95,11753.20,11678.85,11691.90,16351.38,11701834.0,22,46
2018-08-30,Nifty 50,963,846,11694.75,11698.80,11639.70,11676.80,18227.95,11688277.0,17,40
2018-08-31,Nifty 50,949,854,11675.85,11727.65,11640.10,11680.50,17579.75,13346616.0,35,36
2018-09-03,Nifty 50,885,966,11751.80,11751.80,11567.40,11582.35,15713.3,11027660.0,47,29
2018-09-04,Nifty 50,412,1424,11598.75,11602.55,11496.85,11520.30,15332.72,11729869.0,19,36
2018-09-05,Nifty 50,601,1228,11514.85,11542.65,11393.85,11476.95,16742.16,12974313.0,18,38
2018-09-06,Nifty 50,1088,710,11514.15,11562.25,11436.05,11536.90,13982.36,12078169.0,9,24
2018-09-07,Nifty 50,1060,743,11558.25,11603.00,11484.40,11589.10,14044.67,12659002.0,18,32
2018-09-10,Nifty 50,600,1230,11570.25,11573.00,11427.30,11438.10,14625.13,11826618.0,21,37
2018-09-11,Nifty 50,459,1382,11476.85,11479.40,11274.00,11287.50,14251.36,12035757.0,18,38
2018-09-12,Nifty 50,722,1083,11340.10,11380.75,11250.20,11369.90,15824.53,12377387.0,14,63
2018-09-14,Nifty 50,1276,540,11443.50,11523.25,11430.55,11515.20,13950.38,12227753.0,13,29
2018-09-17,Nifty 50,810,1020,11464.95,11464.95,11366.90,11377.75,15125.03,10990879.0,20,37
2018-09-18,Nifty 50,498,1326,11381.55,11411.45,11268.95,11278.90,17220.05,11617457.0,19,47
2018-09-19,Nifty 50,589,1223,11326.65,11332.05,11210.90,11234.35,15234.39,11896163.0,11,51
2018-09-21,Nifty 50,311,1600,11271.30,11346.80,10866.45,11143.10,28065.78,20423736.0,11,142
2018-09-24,Nifty 50,285,1619,11164.40,11170.15,10943.60,10967.40,17690.33,14919220.0,8,153
2018-09-25,Nifty 50,664,1186,10969.95,11080.60,10882.85,11067.45,20159.76,17078205.0,7,147
2018-09-26,Nifty 50,890,943,11145.55,11145.55,10993.05,11053.80,16913.98,13393395.0,11,102
2018-09-27,Nifty 50,471,1374,11079.80,11089.45,10953.35,10977.55,17634.04,13650302.0,12,129
2018-09-28,Nifty 50,268,1621,11008.10,11034.10,10850.30,10930.45,21293.55,17626580.0,7,241
2018-10-01,Nifty 50,712,1144,10930.90,11035.65,10821.55,11008.30,18294.93,14657133.0,6,279
2018-10-03,Nifty 50,1092,783,10982.70,10989.05,10843.75,10858.25,17286.56,15171780.0,9,112
2018-10-04,Nifty 50,467,1388,10754.70,10754.70,10547.25,10599.25,16811.62,14705524.0,8,127
2018-10-05,Nifty 50,413,1441,10514.10,10540.65,10261.90,10316.45,17483.84,15303520.0,5,153
2018-10-08,Nifty 50,501,1371,10310.15,10398.35,10198.40,10348.05,17743.6,16772858.0,5,213
2018-10-09,Nifty 50,679,1166,10390.30,10397.60,10279.35,10301.05,15599.14,14443589.0,7,184
2018-10-10,Nifty 50,1538,316,10331.85,10482.35,10318.25,10460.10,17287.07,14568261.0,8,111
2018-10-11,Nifty 50,523,1301,10169.80,10335.95,10138.60,10234.65,16767.77,16170898.0,3,110
2018-10-12,Nifty 50,1538,313,10331.55,10492.45,10322.15,10472.50,15357.48,13325946.0,9,59
2018-10-15,Nifty 50,1251,582,10524.20,10526.30,10410.15,10512.50,13927.59,11016724.0,13,46
2018-10-16,Nifty 50,1333,491,10550.15,10604.90,10525.30,10584.75,14891.88,11532133.0,16,48
2018-10-17,Nifty 50,406,1425,10688.70,10710.15,10436.45,10453.05,14783.32,12271918.0,10,44
2018-10-19,Nifty 50,513,1302,10339.70,10380.10,10249.60,10303.55,15115.84,14800394.0,7,62
2018-10-22,Nifty 50,492,1351,10405.85,10408.55,10224.00,10245.25,12718.8,12154655.0,7,76
2018-10-23,Nifty 50,492,1335,10152.60,10222.10,10102.35,10146.80,12780.24,12650097.0,4,99
2018-10-24,Nifty 50,994,819,10278.15,10290.65,10126.70,10224.75,12702.04,12711197.0,7,85
2018-10-25,Nifty 50,563,1234,10135.05,10166.60,10079.30,10124.90,17606.38,13353431.0,5,105
2018-10-26,Nifty 50,787,1006,10122.35,10128.85,10004.55,10030.00,15165.92,12854946.0,3,100
2018-10-29,Nifty 50,1399,431,10078.10,10275.30,10020.35,10250.85,16188.53,12336364.0,7,67
2018-10-30,Nifty 50,1088,702,10239.40,10285.10,10175.35,10198.40,16367.36,13096326.0,10,39
2018-10-31,Nifty 50,1196,607,10209.55,10396.00,10105.10,10386.60,15822.83,14990227.0,17,42
2018-11-01,Nifty 50,1182,607,10441.70,10441.90,10341.90,10380.45,16657.16,13569241.0,13,24
2018-11-02,Nifty 50,1168,652,10462.30,10606.95,10457.70,10553.00,19916.8,14838170.0,14,24
2018-11-05,Nifty 50,898,917,10558.75,10558.80,10477.00,10524.00,14528.95,12166538.0,18,28
2018-11-06,Nifty 50,890,884,10552.00,10600.25,10491.45,10530.00,12139.44,10830909.0,13,20
2018-11-07,Nifty 50,1406,279,10614.45,10616.45,10582.30,10598.40,3103.42,1922662.0,12,5
2018-11-09,Nifty 50,943,847,10614.70,10619.55,10544.85,10585.20,14465.49,12578721.0,17,15
2018-11-12,Nifty 50,669,1144,10607.80,10645.50,10464.05,10482.20,13064.25,10826034.0,16,18
2018-11-13,Nifty 50,904,899,10451.90,10596.25,10440.55,10582.50,12977.13,11013964.0,16,23
2018-11-14,Nifty 50,788,1002,10634.90,10651.60,10532.70,10576.30,15719.49,13249324.0,13,18
2018-11-15,Nifty 50,797,1013,10580.60,10646.50,10557.50,10616.70,14482.03,11866468.0,14,22
2018-11-16,Nifty 50,746,1042,10644.00,10695.15,10631.15,10682.20,15376.65,13370156.0,8,19
2018-11-19,Nifty 50,933,847,10731.25,10774.70,10688.80,10763.40,13388.91,10292931.0,10,24
2018-11-20,Nifty 50,490,1327,10740.10,10740.85,10640.85,10656.20,13488.77,10438970.0,13,27
2018-11-21,Nifty 50,898,875,10670.95,10671.30,10562.35,10600.05,12550.31,10510829.0,10,35
2018-11-22,Nifty 50,695,1079,10612.65,10646.25,10512.00,10526.75,11905.11,9895240.0,7,32
2018-11-26,Nifty 50,708,1086,10568.30,10637.80,10489.75,10628.60,12395.18,11255454.0,7,45
2018-11-27,Nifty 50,854,920,10621.45,10695.15,10596.35,10685.60,13060.05,11392432.0,12,38
2018-11-28,Nifty 50,618,1168,10708.75,10757.80,10699.85,10728.85,15485.23,12685113.0,8,39
2018-11-29,Nifty 50,889,906,10808.70,10883.05,10782.35,10858.70,19627.27,13317117.0,13,56
2018-11-30,Nifty 50,928,869,10892.10,10922.45,10835.10,10876.75,17850.04,14423583.0,6,46
2018-12-03,Nifty 50,972,848,10930.70,10941.20,10845.35,10883.75,16666.63,11748265.0,10,42
2018-12-04,Nifty 50,815,972,10877.10,10890.95,10833.35,10869.50,14972.79,11233772.0,10,33
2018-12-05,Nifty 50,473,1311,10820.45,10821.05,10747.95,10782.90,13763.02,11200072.0,10,40
2018-12-06,Nifty 50,385,1405,10718.15,10722.65,10588.25,10601.15,14162.84,12792449.0,7,48
2018-12-07,Nifty 50,769,999,10644.80,10704.55,10599.35,10693.70,14279.89,11563119.0,7,48
2018-12-10,Nifty 50,338,1455,10508.70,10558.85,10474.95,10488.45,16344.28,10680617.0,7,77
2018-12-11,Nifty 50,1230,519,10350.05,10567.15,10333.85,10549.15,15815.9,12208572.0,7,78
2018-12-12,Nifty 50,1474,311,10591.00,10752.20,10560.80,10737.60,15900.3,11482558.0,11,21
2018-12-13,Nifty 50,1085,674,10810.75,10838.60,10749.50,10791.55,15446.79,12723685.0,11,20
2018-12-14,Nifty 50,836,938,10784.50,10815.75,10752.10,10805.45,16009.65,11379602.0,8,12
2018-12-17,Nifty 50,1023,759,10853.20,10900.35,10844.85,10888.35,11309.91,9637071.0,13,23
2018-12-18,Nifty 50,998,780,10850.90,10915.40,10819.10,10908.70,12751.2,10432926.0,10,15
2018-12-19,Nifty 50,1196,584,10930.55,10985.15,10928.00,10967.30,16977.85,13238299.0,21,22
2018-12-20,Nifty 50,842,949,10885.20,10962.55,10880.05,10951.70,14853.57,11137583.0,9,24
2018-12-21,Nifty 50,535,1248,10944.25,10963.65,10738.65,10754.00,15859.47,12549552.0,10,20
2018-12-24,Nifty 50,543,1242,10780.90,10782.30,10649.25,10663.50,11898.28,8951076.0,9,29
2018-12-26,Nifty 50,749,1012,10635.45,10747.50,10534.55,10729.85,12479.23,9494120.0,9,37
2018-12-27,Nifty 50,961,804,10817.90,10834.20,10764.45,10779.80,16576.78,10213682.0,9,26
2018-12-28,Nifty 50,1133,646,10820.95,10893.60,10817.15,10859.90,11647.53,8979433.0,10,36
2018-12-31,Nifty 50,1078,728,10913.20,10923.55,10853.20,10862.55,10081.31,8238718.0,20,30
2019-01-01,Nifty 50,997,732,10881.70,10923.60,10807.10,10910.10,8859.44,5787072.0,9,16
2019-01-02,Nifty 50,545,1212,10868.85,10895.35,10735.05,10792.50,12880.07,9452431.0,8,22
2019-01-03,Nifty 50,569,1199,10796.80,10814.05,10661.25,10672.25,11551.68,10306556.0,11,26
2019-01-04,Nifty 50,883,893,10699.70,10741.05,10628.65,10727.35,13188.85,10278549.0,8,28
2019-01-07,Nifty 50,921,897,10804.85,10835.95,10750.15,10771.80,11382.56,8400127.0,14,34
2019-01-08,Nifty 50,871,913,10786.25,10818.45,10733.25,10802.15,11442.82,9409773.0,14,41
2019-01-09,Nifty 50,721,1061,10862.40,10870.40,10749.40,10855.15,12675.58,10916246.0,16,35
